loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,pub_rec,pub_rec_bankruptcies,issue_year,loan_amnt_ctg,funded_amnt_inv_ctg,annual_inc_ctg
6000,6000,5500.0,36,7.1,185.64,A,A3,4,RENT,105000.0,May-10,Fully Paid,wedding,TX,16.06,0,0.0,10,1,1,10
20000,20000,19850.0,36,12.7,671.33,C,C1,6,RENT,132000.0,May-10,Fully Paid,credit_card,FL,12.41,0,0.0,10,4,3,13
4000,4000,4000.0,36,15.3,139.32,D,D3,10,RENT,60000.0,May-10,Fully Paid,other,NY,9.96,0,0.0,10,0,0,6
5000,5000,5000.0,36,15.3,174.15,D,D3,4,MORTGAGE,91000.0,May-10,Charged Off,medical,MO,16.27,0,0.0,10,1,1,9
4975,4975,4975.0,36,7.5,154.77,A,A4,3,RENT,34000.0,May-10,Charged Off,major_purchase,FL,3.64,0,0.0,10,0,0,3
4750,4750,4739.486615,36,12.7,159.44,C,C1,6,RENT,13806.0,May-10,Fully Paid,educational,OR,11.04,0,0.0,10,0,0,1
10000,10000,9900.0,36,9.8,322.11,B,B1,3,MORTGAGE,54000.0,May-10,Fully Paid,credit_card,WA,10.89,0,0.0,10,2,1,5
6000,6000,6000.0,36,14.2,205.71,C,C5,10,MORTGAGE,105000.0,May-10,Fully Paid,credit_card,NJ,14.31,0,0.0,10,1,1,10
15000,15000,14810.68014,36,10.2,485.78,B,B2,3,RENT,35976.0,May-10,Charged Off,debt_consolidation,VA,20.68,0,0.0,10,3,2,3
25000,25000,24875.0,36,13.1,843.63,C,C2,2,RENT,49861.0,May-10,Fully Paid,debt_consolidation,MD,16.0,0,0.0,10,5,4,4
20000,20000,19897.68994,36,13.1,674.9,C,C2,10,RENT,130000.0,May-10,Fully Paid,debt_consolidation,LA,19.34,0,0.0,10,4,3,13
7000,7000,6900.0,36,9.8,225.48,B,B1,3,MORTGAGE,45504.0,May-10,Fully Paid,debt_consolidation,PA,19.04,0,0.0,10,1,1,4
5500,5500,5500.0,36,10.6,179.08,B,B3,1,RENT,54000.0,May-10,Charged Off,other,MA,14.47,0,0.0,10,1,1,5
14000,14000,12735.52665,36,16.8,497.87,E,E2,5,MORTGAGE,97200.0,May-10,Charged Off,debt_consolidation,MN,15.54,1,1.0,10,2,2,9
7200,7200,7100.0,36,7.8,225.22,A,A5,9,RENT,63000.0,May-10,Fully Paid,debt_consolidation,MD,14.74,0,0.0,10,1,1,6
19600,19600,19591.11333,36,16.0,689.8,D,D5,3,RENT,68700.0,May-10,Fully Paid,debt_consolidation,CO,22.11,0,0.0,10,3,3,6
20000,20000,19150.0,36,13.8,682.08,C,C4,2,RENT,80000.0,May-10,Charged Off,debt_consolidation,NY,18.63,0,0.0,10,4,3,8
12000,12000,11975.0,36,7.8,375.37,A,A5,1,RENT,75000.0,May-10,Fully Paid,other,MD,20.31,0,0.0,10,2,2,7
7750,7750,7140.271281,36,7.1,239.78,A,A3,10,MORTGAGE,53000.0,May-10,Fully Paid,debt_consolidation,FL,14.35,0,0.0,10,1,1,5
6500,6500,5900.0,36,7.5,202.22,A,A4,1,RENT,33000.0,May-10,Fully Paid,debt_consolidation,TX,13.2,0,0.0,10,1,1,3
10000,10000,9865.357241,36,7.5,311.1,A,A4,10,RENT,38000.0,May-10,Fully Paid,debt_consolidation,WI,8.59,0,0.0,10,2,1,3
6000,6000,6000.0,36,15.3,208.97,D,D3,6,RENT,77200.0,May-10,Fully Paid,debt_consolidation,CA,15.02,1,1.0,10,1,1,7
4200,4200,4200.0,36,13.4,142.49,C,C3,1,OWN,12000.0,May-10,Charged Off,home_improvement,LA,7.4,0,0.0,10,0,0,1
3000,3000,3000.0,36,15.3,104.49,D,D3,10,MORTGAGE,42000.0,May-10,Fully Paid,car,WA,11.0,2,0.0,10,0,0,4
6000,6000,5900.0,36,10.6,195.36,B,B3,1,RENT,32000.0,May-10,Fully Paid,debt_consolidation,AZ,15.9,0,0.0,10,1,1,3
5325,5325,5325.0,36,10.6,173.38,B,B3,1,MORTGAGE,47484.0,May-10,Fully Paid,debt_consolidation,GA,15.95,0,0.0,10,1,1,4
5600,5600,5600.0,36,11.3,184.31,B,B5,4,RENT,50000.0,May-10,Fully Paid,educational,FL,24.82,0,0.0,10,1,1,5
10000,10000,10000.0,36,14.2,342.85,C,C5,10,MORTGAGE,186480.0,May-10,Fully Paid,home_improvement,FL,8.65,0,0.0,10,2,2,18
14000,14000,13940.633780000002,36,11.3,460.76,B,B5,9,OWN,78465.0,May-10,Fully Paid,debt_consolidation,NY,21.92,0,0.0,10,2,2,7
3000,3000,3000.0,36,7.5,93.33,A,A4,3,OWN,50600.0,May-10,Fully Paid,debt_consolidation,TX,14.28,0,0.0,10,0,0,5
12250,12250,12250.0,36,11.3,403.17,B,B5,3,RENT,52000.0,May-10,Fully Paid,debt_consolidation,NJ,21.9,0,0.0,10,2,2,5
3600,3600,3600.0,36,11.3,118.48,B,B5,4,RENT,50000.0,May-10,Fully Paid,moving,CA,18.05,0,0.0,10,0,0,5
12000,12000,12000.0,36,14.5,413.58,D,D1,4,OWN,70000.0,May-10,Charged Off,credit_card,CA,15.93,0,0.0,10,2,2,7
5000,5000,5000.0,36,13.8,170.52,C,C4,4,MORTGAGE,36000.0,May-10,Fully Paid,debt_consolidation,MO,14.43,0,0.0,10,1,1,3
11500,11500,11500.0,36,10.9,376.46,B,B4,5,MORTGAGE,34000.0,May-10,Fully Paid,debt_consolidation,GA,23.96,0,0.0,10,2,2,3
3600,3600,3178.61,36,14.5,124.08,D,D1,1,OWN,12996.0,May-10,Charged Off,major_purchase,FL,8.13,0,0.0,10,0,0,1
18000,18000,17500.0,36,10.9,589.24,B,B4,1,RENT,63000.0,May-10,Fully Paid,debt_consolidation,GA,10.29,0,0.0,10,3,3,6
12000,12000,11975.0,36,9.8,386.53,B,B1,8,MORTGAGE,79400.0,May-10,Fully Paid,home_improvement,OH,11.86,0,0.0,10,2,2,7
1750,1750,1750.0,36,15.7,61.27,D,D4,3,RENT,22800.0,May-10,Charged Off,home_improvement,HI,24.89,0,0.0,10,0,0,2
4000,4000,4000.0,36,6.7,123.08,A,A2,3,MORTGAGE,85000.0,May-10,Fully Paid,car,PA,12.76,0,0.0,10,0,0,8
16000,16000,15500.0,36,9.8,515.37,B,B1,10,RENT,120000.0,May-10,Charged Off,major_purchase,WA,0.5,0,0.0,10,3,3,12
1500,1500,1500.0,36,6.7,46.16,A,A2,10,MORTGAGE,45000.0,May-10,Fully Paid,other,GA,8.72,0,0.0,10,0,0,4
10800,10800,10700.0,36,7.8,337.83,A,A5,3,RENT,72000.0,May-10,Fully Paid,debt_consolidation,MN,12.4,0,0.0,10,2,2,7
10000,10000,9875.0,36,9.8,322.11,B,B1,10,OWN,73500.0,May-10,Fully Paid,debt_consolidation,MD,14.16,0,0.0,10,2,1,7
6000,6000,6000.0,36,11.3,197.47,B,B5,3,RENT,50000.0,May-10,Fully Paid,debt_consolidation,MA,17.86,0,0.0,10,1,1,5
10500,10500,10391.300229999999,36,11.3,345.57,B,B5,3,MORTGAGE,40000.0,May-10,Fully Paid,debt_consolidation,VA,15.27,0,0.0,10,2,2,4
25000,25000,23787.95695,36,18.3,907.6,F,F1,10,MORTGAGE,116000.0,May-10,Fully Paid,debt_consolidation,WY,15.2,1,1.0,10,5,4,11
6000,6000,6000.0,36,14.2,205.71,C,C5,10,MORTGAGE,46800.0,May-10,Fully Paid,credit_card,TX,21.95,0,0.0,10,1,1,4
12000,12000,11350.0,36,10.2,388.62,B,B2,8,MORTGAGE,63996.0,May-10,Fully Paid,debt_consolidation,FL,10.5,0,0.0,10,2,2,6
8000,8000,8000.0,36,14.9,277.18,D,D2,10,MORTGAGE,76800.0,May-10,Fully Paid,credit_card,KY,10.87,0,0.0,10,1,1,7
10000,10000,10000.0,36,16.0,351.94,D,D5,2,RENT,45000.0,May-10,Fully Paid,debt_consolidation,NY,6.03,0,0.0,10,2,2,4
24000,24000,24000.0,36,11.3,789.87,B,B5,1,MORTGAGE,110000.0,May-10,Fully Paid,moving,GA,24.75,0,0.0,10,4,4,11
10000,10000,9991.532157,36,13.4,339.25,C,C3,3,RENT,38004.0,May-10,Fully Paid,debt_consolidation,NY,4.86,0,0.0,10,2,1,3
15000,15000,14825.0,36,11.3,493.67,B,B5,2,OWN,36000.0,May-10,Fully Paid,debt_consolidation,TX,13.77,0,0.0,10,3,2,3
25000,25000,24409.860109999998,36,14.9,866.16,D,D2,10,OWN,99996.0,May-10,Fully Paid,home_improvement,FL,8.16,0,0.0,10,5,4,9
8000,8000,7997.516139,36,7.5,248.88,A,A4,1,MORTGAGE,62496.0,May-10,Fully Paid,other,MA,2.0,0,0.0,10,1,1,6
5000,5000,5000.0,36,12.7,167.84,C,C1,3,MORTGAGE,60000.0,May-10,Fully Paid,other,TX,17.62,0,0.0,10,1,1,6
3250,3250,3250.0,36,13.4,110.26,C,C3,2,RENT,26400.0,May-10,Fully Paid,debt_consolidation,OR,24.0,0,0.0,10,0,0,2
25000,25000,24825.0,36,12.7,839.16,C,C1,7,RENT,113000.0,May-10,Fully Paid,debt_consolidation,CA,16.56,0,0.0,10,5,4,11
1000,1000,1000.0,36,14.2,34.29,C,C5,5,RENT,38400.0,Apr-10,Fully Paid,major_purchase,NJ,14.09,0,0.0,10,0,0,3
12250,12250,11897.20175,36,10.6,398.86,B,B3,4,MORTGAGE,47540.0,May-10,Fully Paid,credit_card,TX,17.27,0,0.0,10,2,2,4
21825,21825,21700.0,36,11.3,718.29,B,B5,4,MORTGAGE,55812.0,May-10,Fully Paid,debt_consolidation,IL,18.17,0,0.0,10,4,4,5
8000,8000,7500.0,36,14.5,275.72,D,D1,1,RENT,41600.0,May-10,Charged Off,debt_consolidation,CA,11.59,0,0.0,10,1,1,4
15000,15000,15000.0,36,13.8,511.56,C,C4,1,MORTGAGE,68553.0,May-10,Fully Paid,house,DC,15.68,0,0.0,10,3,3,6
20000,20000,19668.900869999998,36,14.5,689.3,D,D1,9,RENT,72000.0,May-10,Fully Paid,wedding,NY,14.27,0,0.0,10,4,3,7
24000,24000,23492.84729,36,11.3,789.87,B,B5,7,MORTGAGE,73600.0,May-10,Fully Paid,home_improvement,CA,14.46,0,0.0,10,4,4,7
25000,25000,24875.0,36,12.7,839.16,C,C1,7,MORTGAGE,110004.0,May-10,Fully Paid,debt_consolidation,FL,13.71,0,0.0,10,5,4,11
12600,12600,12475.0,36,13.8,429.71,C,C4,2,MORTGAGE,62400.0,May-10,Fully Paid,debt_consolidation,NY,10.81,0,0.0,10,2,2,6
20000,20000,19375.0,36,10.2,647.7,B,B2,8,MORTGAGE,120000.0,May-10,Fully Paid,credit_card,FL,13.38,0,0.0,10,4,3,12
10000,10000,10000.0,36,12.7,335.67,C,C1,1,MORTGAGE,41000.0,May-10,Fully Paid,debt_consolidation,VA,22.21,0,0.0,10,2,2,4
5000,5000,4792.235375,36,7.8,156.41,A,A5,4,RENT,46000.0,Apr-10,Fully Paid,debt_consolidation,VA,20.97,0,0.0,10,1,0,4
12000,12000,12000.0,36,11.3,394.94,B,B5,10,MORTGAGE,105000.0,May-10,Fully Paid,debt_consolidation,CA,24.07,0,0.0,10,2,2,10
6000,6000,6000.0,36,15.7,210.07,D,D4,1,RENT,38004.0,Apr-10,Fully Paid,debt_consolidation,NJ,0.0,0,0.0,10,1,1,3
7000,7000,6801.692129000001,36,13.1,236.22,C,C2,1,RENT,39996.0,May-10,Fully Paid,debt_consolidation,GA,11.01,0,0.0,10,1,1,3
8000,8000,7500.0,36,7.1,247.52,A,A3,5,OWN,43000.0,May-10,Fully Paid,wedding,CA,17.64,0,0.0,10,1,1,4
8000,8000,8000.0,36,13.8,272.84,C,C4,7,MORTGAGE,110000.0,May-10,Fully Paid,other,CA,6.75,0,0.0,10,1,1,11
3750,3750,3750.0,36,13.8,127.89,C,C4,2,RENT,27804.0,Apr-10,Fully Paid,other,AR,20.16,0,0.0,10,0,0,2
3100,3100,3100.0,36,6.7,95.39,A,A2,3,MORTGAGE,41800.0,Apr-10,Fully Paid,major_purchase,AZ,12.06,0,0.0,10,0,0,4
4000,4000,3225.17,36,14.2,137.14,C,C5,1,RENT,16500.0,Apr-10,Charged Off,other,CO,8.73,0,0.0,10,0,0,1
25000,25000,24034.38,36,15.3,870.71,D,D3,2,MORTGAGE,94500.0,May-10,Charged Off,debt_consolidation,WA,18.5,0,0.0,10,5,4,9
5000,5000,5000.0,36,7.8,156.41,A,A5,5,RENT,48996.0,Apr-10,Fully Paid,major_purchase,FL,8.67,0,0.0,10,1,1,4
9100,9100,9100.0,36,13.4,308.71,C,C3,2,RENT,62000.0,Apr-10,Fully Paid,debt_consolidation,CA,16.7,0,0.0,10,1,1,6
6000,6000,6000.0,36,13.8,204.63,C,C4,6,RENT,33000.0,Apr-10,Fully Paid,other,UT,5.02,0,0.0,10,1,1,3
5000,5000,5000.0,36,14.9,173.24,D,D2,2,RENT,39996.0,Apr-10,Charged Off,other,NY,16.17,0,0.0,10,1,1,3
10000,10000,9500.0,36,14.9,346.47,D,D2,9,MORTGAGE,72000.0,Apr-10,Fully Paid,debt_consolidation,AL,14.93,0,0.0,10,2,1,7
15000,15000,14646.239,36,11.3,493.67,B,B5,3,RENT,87800.0,May-10,Fully Paid,credit_card,CA,5.18,0,0.0,10,3,2,8
5000,5000,4797.964441,36,10.9,163.68,B,B4,3,RENT,38400.0,May-10,Fully Paid,debt_consolidation,TX,19.88,0,0.0,10,1,0,3
14000,14000,13783.231380000001,36,7.8,437.93,A,A5,5,MORTGAGE,54000.0,May-10,Fully Paid,major_purchase,FL,11.42,0,0.0,10,2,2,5
10000,10000,9797.964441,36,10.9,327.36,B,B4,10,RENT,54000.0,May-10,Fully Paid,other,NY,16.29,0,0.0,10,2,1,5
15000,15000,15000.0,36,14.2,514.27,C,C5,10,MORTGAGE,104004.0,May-10,Fully Paid,debt_consolidation,IL,23.66,0,0.0,10,3,3,10
20000,20000,18950.0,36,9.8,644.21,B,B1,10,MORTGAGE,106000.0,May-10,Fully Paid,home_improvement,CA,2.24,0,0.0,10,4,3,10
14400,14400,13250.0,36,10.2,466.35,B,B2,10,MORTGAGE,144000.0,May-10,Fully Paid,credit_card,CA,6.38,0,0.0,10,2,2,14
12000,12000,11500.0,36,13.1,404.94,C,C2,10,RENT,111016.0,May-10,Fully Paid,credit_card,NJ,6.07,0,0.0,10,2,2,11
12000,12000,11127.82258,36,7.8,375.37,A,A5,3,RENT,95000.0,May-10,Fully Paid,debt_consolidation,PA,10.46,0,0.0,10,2,2,9
5000,5000,5000.0,36,14.9,173.24,D,D2,4,RENT,32496.0,Apr-10,Fully Paid,debt_consolidation,OR,7.5,0,0.0,10,1,1,3
5000,5000,4589.77,36,9.8,161.06,B,B1,8,MORTGAGE,54996.0,Apr-10,Charged Off,debt_consolidation,IL,14.34,0,0.0,10,1,0,5
25000,25000,24690.24869,36,10.2,809.62,B,B2,10,MORTGAGE,176000.0,May-10,Fully Paid,home_improvement,NV,2.05,0,0.0,10,5,4,17
4500,4500,4500.0,36,13.1,151.86,C,C2,3,RENT,50000.0,Apr-10,Fully Paid,credit_card,DC,11.33,0,0.0,10,0,0,5
4000,4000,4000.0,36,14.2,137.14,C,C5,1,MORTGAGE,74551.92,Apr-10,Charged Off,debt_consolidation,WI,10.77,1,1.0,10,0,0,7
7400,7400,7201.691476999999,36,13.1,249.72,C,C2,8,MORTGAGE,60000.0,May-10,Fully Paid,credit_card,WA,5.38,1,0.0,10,1,1,6
12000,12000,11792.23743,36,7.8,375.37,A,A5,10,MORTGAGE,105000.0,May-10,Fully Paid,home_improvement,VA,8.86,0,0.0,10,2,2,10
10000,10000,9000.0,36,10.9,327.36,B,B4,3,RENT,55000.0,May-10,Fully Paid,wedding,NY,5.02,0,0.0,10,2,1,5
2500,2500,2500.0,36,6.7,76.93,A,A2,4,OWN,49000.0,Apr-10,Fully Paid,major_purchase,CT,10.21,0,0.0,10,0,0,4
1800,1800,1800.0,36,13.1,60.75,C,C2,10,RENT,53544.0,Apr-10,Fully Paid,debt_consolidation,MA,14.07,0,0.0,10,0,0,5
10500,10500,10000.0,36,7.5,326.65,A,A4,10,MORTGAGE,55000.0,May-10,Fully Paid,home_improvement,GA,11.72,0,0.0,10,2,2,5
8000,8000,7781.587561,36,13.8,272.84,C,C4,1,RENT,45000.0,Apr-10,Fully Paid,other,CO,15.73,0,0.0,10,1,1,4
10000,10000,10000.0,36,7.8,312.81,A,A5,3,MORTGAGE,106000.0,May-10,Fully Paid,educational,PA,4.61,0,0.0,10,2,2,10
8000,8000,7500.0,36,7.5,248.88,A,A4,9,MORTGAGE,45000.0,Apr-10,Fully Paid,credit_card,IL,13.95,0,0.0,10,1,1,4
13000,13000,12975.0,36,7.8,406.65,A,A5,5,MORTGAGE,53500.0,May-10,Charged Off,credit_card,TX,22.36,0,0.0,10,2,2,5
5000,5000,5000.0,36,15.3,174.15,D,D3,10,RENT,64000.0,Apr-10,Fully Paid,major_purchase,MO,7.09,1,0.0,10,1,1,6
10000,10000,10000.0,36,9.8,322.11,B,B1,9,MORTGAGE,50000.0,Apr-10,Fully Paid,debt_consolidation,OH,21.98,1,1.0,10,2,2,5
15000,15000,14292.23773,36,7.8,469.21,A,A5,9,RENT,40500.0,Apr-10,Fully Paid,other,PA,0.53,0,0.0,10,3,2,4
8000,8000,8000.0,36,13.8,272.84,C,C4,4,RENT,50000.0,Apr-10,Fully Paid,debt_consolidation,FL,8.18,0,0.0,10,1,1,5
5000,5000,4950.0,36,7.8,156.41,A,A5,5,MORTGAGE,54000.0,Apr-10,Fully Paid,debt_consolidation,CA,12.0,1,1.0,10,1,0,5
5000,5000,5000.0,36,14.2,171.43,C,C5,7,MORTGAGE,52000.0,Apr-10,Fully Paid,debt_consolidation,CA,1.85,0,0.0,10,1,1,5
6000,6000,6000.0,36,16.4,212.27,E,E1,1,RENT,54000.0,May-10,Fully Paid,debt_consolidation,CA,16.76,0,0.0,10,1,1,5
2500,2500,2500.0,36,11.3,82.28,B,B5,6,OWN,30000.0,Apr-10,Fully Paid,credit_card,PA,15.64,0,0.0,10,0,0,3
8000,8000,7500.0,36,12.7,268.53,C,C1,7,RENT,135000.0,Apr-10,Fully Paid,wedding,CA,4.94,0,0.0,10,1,1,13
5000,5000,4925.0,36,7.1,154.7,A,A3,10,RENT,45984.0,Apr-10,Fully Paid,debt_consolidation,OH,4.78,0,0.0,10,1,0,4
8000,8000,8000.0,36,14.2,274.28,C,C5,9,RENT,64000.0,Apr-10,Fully Paid,major_purchase,CA,6.96,1,1.0,10,1,1,6
8000,8000,8000.0,36,15.3,278.63,D,D3,3,RENT,45000.0,Apr-10,Fully Paid,debt_consolidation,FL,7.76,0,0.0,10,1,1,4
13000,13000,12366.4149,36,7.5,404.43,A,A4,9,RENT,55000.0,May-10,Fully Paid,major_purchase,NY,10.43,0,0.0,10,2,2,5
3000,3000,3000.0,36,9.8,96.64,B,B1,2,RENT,55000.0,Apr-10,Fully Paid,educational,NY,10.69,0,0.0,10,0,0,5
15000,15000,14802.35095,36,13.4,508.87,C,C3,3,RENT,75000.0,May-10,Fully Paid,other,FL,8.67,0,0.0,10,3,2,7
12000,12000,12000.0,36,15.3,417.94,D,D3,9,MORTGAGE,63500.0,Apr-10,Fully Paid,debt_consolidation,NJ,13.91,0,0.0,10,2,2,6
8200,8200,8200.0,36,13.8,279.66,C,C4,10,MORTGAGE,116004.0,Apr-10,Fully Paid,other,TX,6.65,0,0.0,10,1,1,11
3000,3000,3000.0,36,7.1,92.82,A,A3,10,RENT,19992.0,May-10,Charged Off,other,OR,8.04,0,0.0,10,0,0,1
13000,13000,12975.0,36,13.1,438.69,C,C2,2,RENT,30000.0,Apr-10,Fully Paid,debt_consolidation,WI,19.84,0,0.0,10,2,2,3
15000,15000,14916.201330000002,36,9.8,483.16,B,B1,9,MORTGAGE,67000.0,May-10,Charged Off,credit_card,OR,18.02,0,0.0,10,3,2,6
6000,6000,6000.0,36,14.9,207.88,D,D2,10,MORTGAGE,75000.0,Apr-10,Fully Paid,debt_consolidation,WI,16.45,0,0.0,10,1,1,7
8000,8000,7950.0,36,10.2,259.08,B,B2,3,RENT,60000.0,Apr-10,Fully Paid,debt_consolidation,NY,9.74,0,0.0,10,1,1,6
5000,5000,5000.0,36,13.1,168.73,C,C2,4,RENT,27264.0,Apr-10,Fully Paid,other,MD,8.45,0,0.0,10,1,1,2
24000,24000,23676.03881,36,12.7,805.59,C,C1,2,MORTGAGE,76596.0,May-10,Fully Paid,debt_consolidation,PA,8.02,0,0.0,10,4,4,7
12000,12000,12000.0,36,10.2,388.62,B,B2,1,MORTGAGE,34900.0,Apr-10,Fully Paid,medical,NH,23.66,0,0.0,10,2,2,3
6800,6800,6604.3384399999995,36,14.5,234.37,D,D1,4,OWN,19800.0,Apr-10,Fully Paid,other,NJ,14.3,0,0.0,10,1,1,1
8000,8000,8000.0,36,14.9,277.18,D,D2,5,RENT,30000.0,Apr-10,Fully Paid,debt_consolidation,IL,20.72,0,0.0,10,1,1,3
25000,25000,25000.0,36,19.0,916.95,F,F3,4,RENT,110004.0,May-10,Fully Paid,debt_consolidation,CT,12.88,0,0.0,10,5,5,11
5000,5000,5000.0,36,6.7,153.85,A,A2,8,RENT,27000.0,Apr-10,Fully Paid,other,CO,9.6,0,0.0,10,1,1,2
5000,5000,4975.0,36,11.3,164.56,B,B5,10,RENT,59800.0,Apr-10,Fully Paid,debt_consolidation,MN,17.56,0,0.0,10,1,0,5
9000,9000,9000.0,36,13.8,306.94,C,C4,1,MORTGAGE,55000.0,Apr-10,Fully Paid,debt_consolidation,AL,22.54,0,0.0,10,1,1,5
2100,2100,2100.0,36,6.7,64.62,A,A2,10,MORTGAGE,73400.0,Apr-10,Fully Paid,car,PA,2.81,0,0.0,10,0,0,7
3700,3700,3700.0,36,6.3,113.23,A,A1,3,MORTGAGE,62000.0,Apr-10,Fully Paid,home_improvement,VA,10.03,0,0.0,10,0,0,6
4500,4500,4500.0,36,7.5,140.0,A,A4,5,MORTGAGE,70000.0,May-10,Fully Paid,other,VA,16.44,0,0.0,10,0,0,7
22000,22000,21175.0,36,10.6,716.32,B,B3,10,RENT,72000.0,May-10,Fully Paid,credit_card,CA,8.77,0,0.0,10,4,4,7
9250,9250,9250.0,36,11.3,304.43,B,B5,2,MORTGAGE,54000.0,Apr-10,Fully Paid,debt_consolidation,PA,24.76,0,0.0,10,1,1,5
6000,6000,6000.0,36,10.9,196.42,B,B4,10,MORTGAGE,75000.0,Apr-10,Fully Paid,other,SC,0.64,0,0.0,10,1,1,7
5500,5500,5500.0,36,12.7,184.62,C,C1,10,RENT,56000.0,Apr-10,Charged Off,other,NY,16.8,0,0.0,10,1,1,5
5000,5000,4939.210353,36,10.6,162.8,B,B3,3,RENT,32004.0,Apr-10,Fully Paid,major_purchase,GA,24.86,0,0.0,10,1,0,3
5000,5000,5000.0,36,15.3,174.15,D,D3,1,OWN,28800.0,Apr-10,Fully Paid,debt_consolidation,NY,18.92,0,0.0,10,1,1,2
6250,6250,6250.0,36,7.5,194.44,A,A4,2,RENT,19200.0,Apr-10,Fully Paid,debt_consolidation,NJ,24.25,0,0.0,10,1,1,1
10000,10000,9500.0,36,10.2,323.85,B,B2,2,MORTGAGE,61000.0,May-10,Fully Paid,house,PA,15.5,0,0.0,10,2,1,6
10000,10000,9000.0,36,10.2,323.85,B,B2,4,RENT,58100.0,Apr-10,Fully Paid,major_purchase,NY,12.93,0,0.0,10,2,1,5
3600,3600,3600.0,36,7.5,112.0,A,A4,3,MORTGAGE,39996.0,May-10,Fully Paid,home_improvement,GA,12.96,0,0.0,10,0,0,3
7500,7500,7242.236551000001,36,7.8,234.61,A,A5,1,RENT,38000.0,May-10,Fully Paid,debt_consolidation,MD,18.54,0,0.0,10,1,1,3
18250,18250,18046.56426,36,10.2,591.03,B,B2,1,RENT,42504.0,May-10,Fully Paid,debt_consolidation,FL,23.15,0,0.0,10,3,3,4
5500,5500,5500.0,36,10.9,180.05,B,B4,1,RENT,57000.0,May-10,Fully Paid,car,IL,18.55,0,0.0,10,1,1,5
25000,25000,24842.45,36,10.9,818.38,B,B4,4,MORTGAGE,132000.0,May-10,Charged Off,debt_consolidation,MI,18.51,0,0.0,10,5,4,13
10000,10000,9950.0,36,12.7,335.67,C,C1,8,MORTGAGE,39996.0,Apr-10,Fully Paid,debt_consolidation,WA,9.57,0,0.0,10,2,1,3
10000,10000,8925.0,36,10.9,327.36,B,B4,1,RENT,42000.0,Apr-10,Fully Paid,debt_consolidation,NY,13.0,0,0.0,10,2,1,4
12000,12000,11400.0,36,10.2,388.62,B,B2,3,RENT,69805.0,Apr-10,Fully Paid,debt_consolidation,VA,17.21,0,0.0,10,2,2,6
3500,3500,3500.0,36,11.3,115.19,B,B5,1,RENT,46344.0,Apr-10,Fully Paid,car,CA,11.39,0,0.0,10,0,0,4
20000,20000,20000.0,36,13.4,678.49,C,C3,5,RENT,67000.0,May-10,Fully Paid,wedding,NY,23.84,0,0.0,10,4,4,6
10000,10000,9997.754039,36,15.3,348.29,D,D3,4,RENT,40000.0,Apr-10,Fully Paid,wedding,CA,24.54,0,0.0,10,2,1,4
21000,21000,20662.84551,36,10.2,680.08,B,B2,4,MORTGAGE,105000.0,May-10,Fully Paid,credit_card,CA,11.29,1,1.0,10,4,4,10
12000,12000,11500.0,36,13.1,404.94,C,C2,5,RENT,33504.0,Apr-10,Fully Paid,debt_consolidation,FL,20.02,0,0.0,10,2,2,3
3000,3000,3000.0,36,10.6,97.68,B,B3,1,RENT,45000.0,Apr-10,Fully Paid,other,NY,2.48,0,0.0,10,0,0,4
6500,6500,6500.0,36,7.5,202.22,A,A4,6,MORTGAGE,92052.0,Apr-10,Fully Paid,debt_consolidation,NM,16.57,0,0.0,10,1,1,9
24000,24000,23702.51846,36,10.9,785.65,B,B4,2,MORTGAGE,65000.0,May-10,Fully Paid,debt_consolidation,PA,11.1,0,0.0,10,4,4,6
7000,7000,7000.0,36,7.5,217.77,A,A4,3,RENT,28800.0,May-10,Fully Paid,debt_consolidation,GA,15.58,0,0.0,10,1,1,2
2000,2000,2000.0,36,11.3,65.83,B,B5,4,RENT,132444.0,Apr-10,Fully Paid,educational,WA,8.89,0,0.0,10,0,0,13
9800,9800,9800.0,36,12.7,328.95,C,C1,4,MORTGAGE,93000.0,Apr-10,Fully Paid,debt_consolidation,WA,1.78,0,0.0,10,1,1,9
7000,7000,7000.0,36,14.2,239.99,C,C5,1,RENT,36120.0,Apr-10,Fully Paid,medical,AZ,7.04,0,0.0,10,1,1,3
4000,4000,4000.0,36,13.4,135.7,C,C3,2,RENT,28800.0,Apr-10,Fully Paid,debt_consolidation,NM,8.46,0,0.0,10,0,0,2
24250,24250,24006.3496,36,15.7,849.02,D,D4,9,RENT,83004.0,May-10,Fully Paid,debt_consolidation,FL,11.84,0,0.0,10,4,4,8
9500,9500,9400.0,36,10.6,309.32,B,B3,9,RENT,38604.0,Apr-10,Fully Paid,credit_card,SC,16.75,0,0.0,10,1,1,3
5000,5000,4900.0,36,10.2,161.93,B,B2,7,RENT,112000.0,Apr-10,Fully Paid,wedding,IL,18.33,0,0.0,10,1,0,11
5000,5000,5000.0,36,12.7,167.84,C,C1,10,RENT,51000.0,Apr-10,Charged Off,major_purchase,CT,1.53,1,0.0,10,1,1,5
15000,15000,13954.9,36,12.7,503.5,C,C1,1,MORTGAGE,85000.0,Apr-10,Fully Paid,other,WI,13.02,0,0.0,10,3,2,8
